ground_truth,alt_best,alt_middle,alt_worst,score_best,score_middle,score_worst
Parents cannot simply rely on a Deaf mentor. They must do more such as being involved in the Deaf community.,"It's not enough for the deaf person to first meet family, they must engage more with the city/community.  ","Meeting family for the first time isn't enough for the deaf person, more city/community interaction is needed.  ",Meeting family for the first time doesn't suffice for the deaf person; further city/community engagement is required.  ,0.44117346,0.34687075,0.32208866
He/she can read and write. He/she can communicate. He/she can work. He/she has an education. There's a long list of that and he/she is perfectly fine.,"I can read, write, communicate, and work. I have education and I am properly organized.  ","I can read, write, communicate, and work fine. I am educated and organized.  ","Reading, writing, communicating, and working are all things I can do. I am educated and have a good order.  ",0.4443399,0.40401024,0.29088044
That makes it to seem like an opportunity to do more than one.,It seems like there are opportunities to take more than one action.  ,It appears that there is an opportunity to take multiple actions.  ,It looks like there are opportunities for taking various actions.  ,0.59462833,0.49060696,0.39033863
"They really can do all of the options. One family can choose to use sign language, and if another family wants to use speech, that's fine.",Do they all really have the ability to use sign language and desire to learn speech?  ,"Can every one of them, who really can use sign language, learn to speak orally if they want to?  ",Can every individual who knows sign language also wish to learn to speak out loud?  ,0.40338972,0.37002298,0.2908144
"Why don't they use a word like ""identified"" as in ""I've identified this child deaf""? Now it does not seem bad at all.","Why not use the two words I identified as a deaf child? Doesn't seem bad, you see.  ","Why not use the same two words I identified as a child? It doesn't seem bad, you see.  ","Why not use the same two identified words? They don’t seem bad, you see.  ",0.40995288,0.36387372,0.34226584
Now parents often would start considering discussing with the hospital for the early intervention. But the word makes it seems like they are intervening.,"Both my parents often use the term ""resignation"" in the middle of discussions; now, I focus on future intervention services and hospital planning.  ","My parents frequently bring up ""resignation"" when organizing lists, and I focus on hospital plans and intervention services for the future.  ","I talk about future hospital intervention services after my parents frequently say ""resignation"" midway in lists; my focus remains the same.  ",0.24698347,0.21164255,0.18365835
The screening shows that the baby is deaf.,The screen filter located the Deaf person.  ,The filter on the screen found the Deaf person.  ,Deaf people were identified using the screen filter.  ,0.48079965,0.43064216,0.3458462
Or ask the COLLIDED group about the car and if the glass was broken?,Did the car collision result in breaking glass or a tooth?,Is it true that the car collision broke glass or a tooth?,Is the broken object from the car collision glass or teeth?,0.41167456,0.38325807,0.29614398
The parents of the group with Deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,The parents in the group are advised to be careful as they quickly progress through grief.  ,They warned that group of parents to proceed carefully because they progressed quickly through grief.  ,They caution that group of parents to take it slow as they're moving fast through grief.  ,0.41785663,0.32928362,0.29607192
Both locations had the same number of meetings; same occurences of home visits; same kind of school; and the same resources.,How many times is the second meeting on the list the same as the home visit at the same kind of school and the same thing is listed?  ,How many times does the second meeting on the list match the home visit at the same type of school and items in the list?  ,How frequently is the second meeting on the list also a home visit to the same kind of school and thing in the same list?  ,0.3238089,0.2528749,0.20894687
"Except for Utah group, the child had a Deaf mentor, while the group from Tennessee did not.","In Utah, the child who met with the deaf mentor was deaf.  ","Except for one, Utah added a mentor meeting for a deaf child.  ",A deaf child meeting a mentor was added in Utah.  ,0.4250502,0.39043292,0.31523556
It would turn into a positive thing.,He will become part of it in the future.  ,He is going to become part of it in the future.  ,"In the future, he will join as part of it.  ",0.5021666,0.46443766,0.33872434
Often in the meeting; all people in the room are hearing except for the baby.,"Often in that meeting, everyone is hearing except for one baby who is deaf.  ","In the meeting, all are hearing except one deaf baby that is always there.  ","In that circle of people, there's mostly hearing except one deaf baby.  ",0.59795934,0.5015292,0.36721957
"The car was going around 20 mph when it smashed. The SMASHED group said they think the car's glass was broken and it was going around 60 mph. But, actually, the glass wasn't broken at all.","The cars went out and one was possibly going 20 MPH when it hit there, they said yes, the car seemed to break a tooth or glass.  ","A different car might have been going 60 MPH, but in terms of work or business, the car performed well, nothing was damaged there.  ","For another car at a supposed 60 MPH, it was found effective in work or business with no breakage reported.",0.36965746,0.26109052,0.16671117
"Why don't we use ""early involvement"", which means involving the parents by sharing the resources and working together; and not intervening them.","Why can't we use the same words early on in involvement to mean inclusion for me, inform me about resources, work together, and not interrupt, you see?  ","Why shouldn't we use the same words initially for involvement, meaning include me and let me know about resources so we can work steadily without interruptions, you see?  ","How about using the same set of words early for involvement to imply include me, inform about resources, collaborate efficiently without interrupting, you see?  ",0.36900446,0.2722275,0.2112583
Then they would refer the parents to the early intervention professionals.,"Then, they should be reminded to involve people until the meeting is early.","Then I reminded them to refer to me until the meeting, which involves early people.",Remind me to refer to them both until the early meeting includes people.,0.35860595,0.27988368,0.18625233
"The meeting will include a specialist, audiologist, doctor, nurse, counselor, and social worker. There are seven specialists for only two parents. Wow.","In the middle of the list is a specialist, with audiologists on either side, then a doctor, and finally a nurse advising six social workers with two sets of parents in awe of six and seven.  ","In the list, the middle has specialty agents, then audiology agents near the ring position, followed by doctors, and at the thumb, nurses advising six social workers alongside two sets of parents on six, with amazement at seven.  ","From the list, specialty agents are in the middle, then audiologists, then a doctor at some position, and at the end, a nurse advising six social workers including parental units in awe at the numbers six and seven.  ",0.27037126,0.1843735,0.14169529
Car was going only twenty to thirty MPH. It shows how the language influences individuals' answers even though they all were watching the same video clip.,"The twenty to thirty mph limit signifies how language subtly affects future answers regardless, as demonstrated in the video footage.  ",There's only a 20 to 30 mph range that shows how language usage subtly sways future responses in videos anyway.  ,"So there are only 20 to 30 mph signs that mean language usage subliminally influences future responses, as seen on videotape.  ",0.4205573,0.31249925,0.28766915
"For example, they used different words for each group while asking them the questions.",The same question uses different words.  ,The same question can be asked in different words.  ,The same ask can have multiple words used differently.  ,0.47898474,0.40152574,0.31612727
Be friends with their child's friend's parents. It's important to be connected and they must collaborate with others.,They should be friends with the children who got the gift as it is essential for the parents to collaborate.  ,There is a necessity for the parents to work together on being friends with the children receiving gifts.  ,Parents must crucially cooperate regarding the children receiving the gift they saw.  ,0.50944954,0.41270402,0.26827773
